customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
22314679,99868980,,1,Tiki Trading,2,,,2024-01-30 08:44:57+00:00,2024-02-01 09:59:45+00:00,19780864
1097878,99868980,,1,Tiki Trading,2,,,2021-10-22 08:30:51+00:00,2021-10-26 17:17:42+00:00,12844944
29779,99868980,,1,Tiki Trading,4,,,2022-10-24 20:28:05+00:00,2022-10-25 08:39:13+00:00,18041291
8624132,99868980,,1,Tiki Trading,4,,,2022-11-11 07:46:12+00:00,,18194936
21843979,99868980,,1,Tiki Trading,3,,,2023-10-06 10:23:48+00:00,2023-10-09 10:29:17+00:00,19595536
162493,99868980,,1,Tiki Trading,3,,,2021-10-17 16:28:48+00:00,2021-10-18 11:38:37+00:00,12703076
11031419,99868980,,1,Tiki Trading,2,,,2021-12-04 09:19:32+00:00,2021-10-19 19:43:18+00:00,12713314
15540065,99868980,,1,Tiki Trading,2,,,2022-08-30 06:37:50+00:00,2022-08-31 16:49:25+00:00,17572783
24558817,99868980,,1,Tiki Trading,3,,,2023-12-12 10:36:23+00:00,2023-12-13 10:01:46+00:00,19681344
7027790,99868980,,1,Tiki Trading,4,,,2023-11-29 06:12:57+00:00,2023-11-29 15:51:44+00:00,19666571
22131606,99868980,,1,Tiki Trading,3,,,2021-10-16 13:46:58+00:00,2021-10-29 10:14:10+00:00,12893248
22086064,99868980,,1,Tiki Trading,4,,,2023-05-01 06:05:01+00:00,2023-05-04 18:50:50+00:00,19163575
18540300,99868980,,1,Tiki Trading,1,,,2024-01-17 02:29:30+00:00,2024-01-17 10:40:13+00:00,19732747
7889393,99868980,,1,Tiki Trading,2,,,2024-05-21 08:51:47+00:00,2024-05-22 13:32:19+00:00,19881224
26835171,99868980,,1,Tiki Trading,2,,,2024-06-25 16:40:08+00:00,2024-06-26 09:53:02+00:00,19911710
376610,99868980,,1,Tiki Trading,4,,,2025-03-27 16:02:10+00:00,2025-03-28 09:20:00+00:00,20103090
24324281,99868980,,1,Tiki Trading,4,,,2023-12-12 03:45:33+00:00,2023-12-13 08:54:15+00:00,19680597
1818486,99868980,,1,Tiki Trading,2,,,2022-06-19 18:02:39+00:00,2022-06-20 15:46:35+00:00,16779265
7774083,99868980,,1,Tiki Trading,3,,,2024-08-12 05:41:41+00:00,2024-08-13 10:15:13+00:00,19953677
22575919,99868980,,1,Tiki Trading,1,,,2024-10-02 03:17:19+00:00,2024-10-03 09:21:16+00:00,19995683
127408,99868980,,1,Tiki Trading,4,,,2021-10-03 11:54:16+00:00,2021-10-10 16:07:44+00:00,12537216
8128454,99868980,,1,Tiki Trading,4,,,2022-08-25 05:32:53+00:00,2022-08-26 14:38:56+00:00,17671610
1432034,99868980,,1,Tiki Trading,3,,,2023-11-05 15:15:15+00:00,2023-11-06 15:18:09+00:00,19632087
22918703,99868980,,1,Tiki Trading,2,,,2022-07-29 15:04:09+00:00,2022-08-04 10:56:12+00:00,17330679
1102529,99868980,,1,Tiki Trading,3,,,2021-06-17 12:24:25+00:00,2021-06-18 14:42:54+00:00,11223794
8230157,99868980,,1,Tiki Trading,3,,,2021-10-11 05:54:44+00:00,2021-10-12 14:33:48+00:00,12571258
13687280,99868980,,1,Tiki Trading,1,,,2024-01-11 05:49:37+00:00,2024-01-12 09:57:04+00:00,19832424
12093904,99868980,,1,Tiki Trading,4,,,2024-05-05 00:45:22+00:00,2024-05-05 10:22:53+00:00,19863145
