customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
10635306,1303927,,1.0,Tiki Trading,1,,,2023-03-13 08:29:49+00:00,2023-03-13 17:01:33+00:00,18951539
22560302,1303927,,1.0,Tiki Trading,3,,,2022-09-05 23:46:26+00:00,2022-09-10 13:55:17+00:00,17679163
22222417,1303927,,1.0,Tiki Trading,4,,,2022-03-26 17:58:38+00:00,2022-03-27 08:07:04+00:00,15620007
7013451,1303927,,1.0,Tiki Trading,3,,,2022-03-24 04:59:31+00:00,2022-03-27 10:08:20+00:00,15627120
8158044,1303927,,1.0,Tiki Trading,2,,,2023-01-04 04:54:22+00:00,2023-01-05 09:02:51+00:00,18573745
804091,1303927,,1.0,Tiki Trading,3,,,2019-10-10 12:46:39+00:00,2019-10-12 12:38:40+00:00,2521049
7632216,1303927,,1.0,Tiki Trading,1,,,2021-07-29 18:35:59+00:00,2021-07-31 09:27:04+00:00,11529357
1855856,1303927,,1.0,Tiki Trading,1,,,2022-03-25 05:19:40+00:00,2022-03-26 10:12:32+00:00,15604525
13219464,1303927,,1.0,Tiki Trading,3,,,2020-02-02 09:00:31+00:00,2020-02-03 13:51:20+00:00,3125078
13693946,1303927,,1.0,Tiki Trading,1,,,2021-01-08 05:16:27+00:00,2021-01-09 08:17:35+00:00,6824375
8502019,1303927,,1.0,Tiki Trading,3,,,2020-05-18 14:09:46+00:00,2020-05-21 14:47:24+00:00,3648320
17551750,1303927,,1.0,Tiki Trading,3,,,2020-07-12 15:28:33+00:00,2020-07-14 08:45:04+00:00,4192999
7032905,1303927,,1.0,Tiki Trading,3,,,2019-04-01 08:50:52+00:00,2019-04-02 07:27:35+00:00,2162361
1793904,1303927,,1.0,Tiki Trading,2,,,2022-11-09 03:57:16+00:00,2022-11-10 11:42:25+00:00,18166435
1126210,1303927,,1.0,Tiki Trading,3,,,2019-04-09 03:48:56+00:00,2019-04-09 14:26:59+00:00,2193715
889367,1303927,,1.0,Tiki Trading,3,,,2019-06-24 00:35:43+00:00,2019-06-24 12:54:18+00:00,2277799
8827618,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,1,,,2021-10-30 02:28:42+00:00,2021-10-30 11:56:03+00:00,13021203
15287456,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,2,,,2020-12-12 15:52:16+00:00,2020-12-17 14:47:56+00:00,6282958
21178475,1303927,,1.0,Tiki Trading,4,,,2022-05-03 16:00:22+00:00,2022-05-05 08:43:26+00:00,16200318
14667330,1303927,,1.0,Tiki Trading,2,,,2019-12-30 18:36:06+00:00,2019-12-31 12:41:59+00:00,5950673
18412961,1303927,,1.0,Tiki Trading,3,,,2022-09-13 13:44:27+00:00,2022-09-14 16:28:49+00:00,17696483
1905782,1303927,,1.0,Tiki Trading,3,,,2021-04-24 00:29:40+00:00,2021-04-26 12:17:55+00:00,10977883
6607443,1303927,,1.0,Tiki Trading,4,,,2019-10-23 11:39:45+00:00,2019-10-24 12:53:49+00:00,2581888
24294,1303927,,1.0,Tiki Trading,2,,,2023-03-01 02:16:40+00:00,2023-03-01 11:08:16+00:00,18884111
1251493,1303927,,1.0,Tiki Trading,1,,,2022-03-23 05:53:59+00:00,2022-03-25 11:34:08+00:00,15629066
6200695,1303927,,1.0,Tiki Trading,3,,,2020-06-26 14:05:43+00:00,2020-06-29 18:34:55+00:00,3942412
1023439,1303927,,1.0,Tiki Trading,1,,,2020-06-28 09:04:40+00:00,2020-07-02 13:52:05+00:00,4135508
775628,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,4,,,2021-10-09 23:37:29+00:00,2021-10-12 11:14:59+00:00,12567006
12771810,1303927,,1.0,Tiki Trading,2,,,2021-04-11 06:33:28+00:00,2021-04-12 11:03:04+00:00,9041644
19013048,1303927,,1.0,Tiki Trading,3,,,2022-12-21 04:31:20+00:00,2022-12-22 10:11:25+00:00,18494874
31327,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,1,,,2020-01-03 02:44:41+00:00,2020-01-03 12:24:41+00:00,2816340
15072833,1303927,,38510.0,JoyMall LocknLock Chính Hãng,4,,,2023-05-19 13:05:40+00:00,2023-05-22 10:19:09+00:00,19218058
17459324,1303927,,1.0,Tiki Trading,3,,,2020-05-30 11:00:28+00:00,2020-05-31 18:17:04+00:00,3677340
574317,1303927,,1.0,Tiki Trading,1,,,2023-04-04 14:59:42+00:00,2023-04-05 09:20:55+00:00,19094122
14949579,1303927,,1.0,Tiki Trading,4,,,2019-11-14 00:25:32+00:00,2019-11-15 11:26:18+00:00,2644740
1111248,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,1,,,2021-12-25 05:24:05+00:00,2021-12-26 09:59:26+00:00,14099397
5761254,1303927,,1.0,Tiki Trading,2,,,2019-05-28 12:23:37+00:00,,2230362
775628,1303927,,38510.0,Điện Máy Đồ Dùng Gia Đình,3,,,2021-10-13 02:02:42+00:00,2021-10-19 10:23:10+00:00,12778950
13313522,1303927,,1.0,Tiki Trading,3,,,2019-10-27 10:10:17+00:00,2019-10-28 15:16:09+00:00,2580143
21765793,1303927,,44481.0,Pmart,2,,,2021-12-30 16:38:42+00:00,2021-12-31 10:27:15+00:00,14180995
9710955,1303927,,1.0,Tiki Trading,2,,,2019-12-07 14:10:34+00:00,2019-12-08 11:22:42+00:00,2715126
